Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_sqm
Pascoe Vale,272 Sussex St,3,h,S,hockingstuart,25/02/2017,-0.19366064928281138,3044.0,3.0,1.0,1.0,0.4491441767090876,-0.03816262591868552,1949.0,Moreland City Council,-37.721,144.9514,Northern Metropolitan,7485.0,4620.689655172414
Pascoe Vale,4/47 Surrey St,4,t,SP,New,26/07/2016,-0.19366064928281138,3044.0,4.0,2.0,2.0,-0.9270373090216073,-0.06790792708066824,2001.0,Moreland City Council,-37.7231,144.9482,Northern Metropolitan,7485.0,4716.312056737589
Pascoe Vale,17 Prospect St,3,h,S,Nelson,27/06/2016,-0.19366064928281138,3044.0,3.0,2.0,2.0,0.42456950732103943,-0.32817931224801705,1960.0,Moreland City Council,-37.7283,144.9356,Northern Metropolitan,7485.0,8301.88679245283
Pascoe Vale,4 Raeburn St,3,h,S,Nelson,27/06/2016,-0.19366064928281138,3044.0,3.0,1.0,2.0,-0.002415373296296716,-0.3430519628290084,1950.0,Moreland City Council,-37.7286,144.9456,Northern Metropolitan,7485.0,6730.7692307692305
Pascoe Vale,2/36 Alpine Gr,3,t,VB,hockingstuart,27/11/2016,-0.19366064928281138,3044.0,3.0,2.0,1.0,-1.0069049845327638,-0.0827805776616596,1998.0,Moreland City Council,-37.7231,144.9373,Northern Metropolitan,7485.0,4316.546762589928
Pascoe Vale,103 Sussex St,2,h,S,Barry,27/11/2016,-0.19366064928281138,3044.0,2.0,1.0,1.0,0.9099192277349899,0.8541964089407962,1950.0,Moreland City Council,-37.7304,144.9496,Northern Metropolitan,7485.0,5924.528301886792
Pascoe Vale,2/153 Essex St,2,h,S,Considine,28/05/2016,-0.19366064928281138,3044.0,2.0,1.0,1.0,-1.04069515494133,-0.49177846863892205,2000.0,Moreland City Council,-37.7261,144.9336,Northern Metropolitan,7485.0,6255.952380952381
Pascoe Vale,259 Sussex St,3,h,S,Brad,28/05/2016,-0.19366064928281138,3044.0,3.0,1.0,1.0,0.2218284848696424,-0.13483485469512937,1950.0,Moreland City Council,-37.7187,144.9514,Northern Metropolitan,7485.0,4640.151515151515
Pascoe Vale,4/305 Cumberland Rd,1,u,S,Brad,28/08/2016,-0.19366064928281138,3044.0,1.0,1.0,1.0,-1.231148842698703,-0.7520498538062709,1970.0,Moreland City Council,-37.7152,144.9402,Northern Metropolitan,7485.0,5071.428571428572
Pascoe Vale,130 Essex St,3,h,S,Brad,28/08/2016,-0.19366064928281138,3044.0,3.0,2.0,2.0,0.15731997772601608,2.6091691774977765,1960.0,Moreland City Council,-37.7258,144.9347,Northern Metropolitan,7485.0,1916.1676646706587
Pascoe Vale,12 Derby St,4,h,SP,Nelson,30/07/2016,-0.19366064928281138,3044.0,4.0,1.0,2.0,-0.12221688656303131,-0.06790792708066824,1940.0,Moreland City Council,-37.7346,144.9456,Northern Metropolitan,7485.0,4609.929078014185
Pascoe Vale,4/1 Rhodes Pde,3,h,VB,hockingstuart,30/07/2016,-0.19366064928281138,3044.0,3.0,1.0,2.0,-0.7949484610608487,-0.4322878663149566,2013.0,Moreland City Council,-37.7168,144.9329,Northern Metropolitan,7485.0,5434.782608695652
Pascoe Vale,217 Sussex St,3,h,SP,Ray,30/07/2016,-0.19366064928281138,3044.0,3.0,1.0,1.0,0.2586904889517146,-0.37279726399099117,1950.0,Moreland City Council,-37.7215,144.951,Northern Metropolitan,7485.0,5990.0
Port Melbourne,40 Nelson St,3,h,S,Marshall,3/12/2016,-1.0842198750025043,3207.0,3.0,2.0,1.0,-1.3816686927004975,-0.11996220411413801,1990.0,Melbourne City Council,-37.8359,144.9342,Southern Metropolitan,8648.0,8582.089552238805
Port Melbourne,130 Nott St,3,h,S,Marshall,3/12/2016,-1.0842198750025043,3207.0,3.0,1.0,0.0,-0.856385134530969,0.12543653047221945,1890.0,Melbourne City Council,-37.8385,144.9409,Southern Metropolitan,8648.0,5898.203592814371
Port Melbourne,106/216 Rouse St,3,u,SP,Wilson,3/12/2016,-1.0842198750025043,3207.0,3.0,2.0,2.0,-1.3816686927004975,-0.0827805776616596,2012.0,Melbourne City Council,-37.841,144.9379,Southern Metropolitan,8648.0,8633.093525179856
Port Melbourne,175 Stokes St,3,h,S,Greg,3/12/2016,-1.0842198750025043,3207.0,3.0,2.0,0.0,-0.6137102743239938,0.9657412882982314,1863.0,Melbourne City Council,-37.8381,144.9391,Southern Metropolitan,8648.0,7857.142857142857
Port Melbourne,366 Williamstown Rd,4,h,S,Cayzer,3/12/2016,-1.0842198750025043,3207.0,4.0,2.0,3.0,0.4952216818116778,0.22954508453915898,1940.0,Melbourne City Council,-37.8349,144.9266,Southern Metropolitan,8648.0,11629.834254143647
Port Melbourne,404/101 Bay St,2,u,S,Buxton,4/02/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.3816686927004975,-0.6925592514823055,2012.0,Melbourne City Council,-37.8408,144.94,Southern Metropolitan,8648.0,9649.122807017544
Port Melbourne,66 Dunstan Pde,4,h,S,Marshall,4/03/2017,-1.0842198750025043,3207.0,4.0,3.0,1.0,-0.38946641615805466,0.6459793008069171,1935.0,Melbourne City Council,-37.8371,144.921,Southern Metropolitan,8648.0,8080.168776371308
Port Melbourne,22 Park Sq,3,h,S,Marshall,4/03/2017,-1.0842198750025043,3207.0,3.0,2.0,2.0,-0.9669711467771855,-0.11252587882364233,1997.0,Melbourne City Council,-37.8395,144.9343,Southern Metropolitan,8648.0,12074.074074074075
Port Melbourne,467 Bay St,2,h,S,Marshall,4/06/2016,-1.0842198750025043,3207.0,2.0,2.0,0.0,-1.0867726600439203,-0.3133066616670257,1890.0,Melbourne City Council,-37.8327,144.9474,Southern Metropolitan,8648.0,9259.25925925926
Port Melbourne,89 Cruikshank St,3,h,S,Marshall,4/06/2016,-1.0842198750025043,3207.0,3.0,1.0,0.0,-0.9116781406540773,-0.30587033637653,1880.0,Melbourne City Council,-37.8382,144.9469,Southern Metropolitan,8648.0,13486.238532110092
Port Melbourne,212/50 Dow St,2,u,VB,Cayzer,4/06/2016,-1.0842198750025043,3207.0,2.0,2.0,2.0,-1.3816686927004975,-0.469469492767435,2010.0,Melbourne City Council,-37.8431,144.9403,Southern Metropolitan,8648.0,8333.333333333334
Port Melbourne,175 Farrell St,2,h,S,hockingstuart,4/06/2016,-1.0842198750025043,3207.0,3.0,1.0,0.0,-0.8195231304488968,0.2592903857011417,1970.0,Melbourne City Council,-37.8329,144.9375,Southern Metropolitan,8648.0,6672.972972972973
Port Melbourne,2/2 Graham St,2,u,VB,Greg,4/06/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.3816686927004975,-0.5661417215438789,2005.0,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648.0,8108.108108108108
Port Melbourne,164 Liardet St,3,h,S,Chisholm,4/06/2016,-1.0842198750025043,3207.0,3.0,2.0,2.0,-0.850241467183957,-0.09765322824265096,1900.0,Melbourne City Council,-37.8375,144.941,Southern Metropolitan,8648.0,9795.620437956204
Port Melbourne,510/166 Rouse St,1,u,S,Greg,4/06/2016,-1.0842198750025043,3207.0,1.0,1.0,1.0,-1.3816686927004975,-0.6702502756108184,2006.0,Melbourne City Council,-37.8416,144.939,Southern Metropolitan,8648.0,8333.333333333334
Port Melbourne,304/38 Nott St,2,u,S,Cayzer,6/08/2016,-1.0842198750025043,3207.0,2.0,2.0,1.0,0.3969230042594853,-0.49177846863892205,2013.0,Melbourne City Council,-37.8416,144.9381,Southern Metropolitan,8648.0,9464.285714285714
Port Melbourne,130/70 Nott St,2,u,VB,Marshall,6/08/2016,-1.0842198750025043,3207.0,2.0,2.0,1.0,-1.3816686927004975,-0.5958870227058616,2012.0,Melbourne City Council,-37.8404,144.9391,Southern Metropolitan,8648.0,8428.57142857143
Port Melbourne,6/157 Beach St,2,u,SP,Cayzer,7/05/2016,-1.0842198750025043,3207.0,2.0,2.0,1.0,-1.3816686927004975,-0.29843401108603435,2006.0,Melbourne City Council,-37.8392,144.9257,Southern Metropolitan,8648.0,10000.0
Port Melbourne,218 Nott St,2,h,S,Marshall,7/05/2016,-1.0842198750025043,3207.0,2.0,2.0,1.0,-1.028407820247306,-0.26125238463355593,2015.0,Melbourne City Council,-37.8351,144.9441,Southern Metropolitan,8648.0,11086.95652173913
Port Melbourne,106 Ross St,2,h,VB,Marshall,7/05/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.1052036620849564,-0.32817931224801705,2007.0,Melbourne City Council,-37.8357,144.9376,Southern Metropolitan,8648.0,9433.962264150943
Port Melbourne,255 Ross St,4,h,S,Marshall,7/11/2016,-1.0842198750025043,3207.0,4.0,2.0,1.0,-0.7304399539172224,0.05850960285775833,1900.0,Melbourne City Council,-37.8331,144.9412,Southern Metropolitan,8648.0,11518.987341772152
Port Melbourne,4/200 Bay St,2,u,S,Biggin,10/09/2016,-1.0842198750025043,3207.0,2.0,2.0,1.0,-1.3816686927004975,-0.4992147939294177,2000.0,Melbourne City Council,-37.8392,144.9421,Southern Metropolitan,8648.0,7891.566265060241
Port Melbourne,44 Cruikshank St,2,h,S,RT,10/09/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-0.7826611263668246,-0.41741521573396523,1900.0,Melbourne City Council,-37.8395,144.9462,Southern Metropolitan,8648.0,14361.702127659575
Port Melbourne,95 Heath St,3,h,S,Greg,10/09/2016,-1.0842198750025043,3207.0,3.0,2.0,2.0,-0.641356777385548,-0.14227117998562505,1900.0,Melbourne City Council,-37.8346,144.9448,Southern Metropolitan,8648.0,11908.396946564886
Port Melbourne,172 Albert St,2,h,S,hockingstuart,10/12/2016,-1.0842198750025043,3207.0,2.0,1.0,0.0,-1.05605432330886,-0.5958870227058616,1910.0,Melbourne City Council,-37.8346,144.9373,Southern Metropolitan,8648.0,15142.857142857143
Port Melbourne,405/155 Beach St,2,u,S,Kay,10/12/2016,-1.0842198750025043,3207.0,2.0,2.0,2.0,-1.3816686927004975,-0.3430519628290084,2007.0,Melbourne City Council,-37.8392,144.9257,Southern Metropolitan,8648.0,15480.76923076923
Port Melbourne,243 Graham St,2,h,S,Cayzer,10/12/2016,-1.0842198750025043,3207.0,2.0,1.0,0.0,-0.9147499743275833,-0.5884506974153659,1910.0,Melbourne City Council,-37.8393,144.9386,Southern Metropolitan,8648.0,15507.042253521127
Port Melbourne,2/8 Thomas St,2,h,S,Greg,10/12/2016,-1.0842198750025043,3207.0,2.0,1.0,2.0,-0.8809598039190171,-0.4992147939294177,1980.0,Melbourne City Council,-37.8359,144.9358,Southern Metropolitan,8648.0,10602.409638554216
Port Melbourne,8 Garton St,2,h,S,Scott,12/11/2016,-1.0842198750025043,3207.0,2.0,1.0,0.0,-1.059126156982366,-0.5958870227058616,1910.0,Melbourne City Council,-37.8338,144.9474,Southern Metropolitan,8648.0,15428.57142857143
Port Melbourne,205 Heath St,2,h,S,Chisholm,12/11/2016,-1.0842198750025043,3207.0,2.0,1.0,0.0,-1.0130486518797759,-0.5512690709628875,1900.0,Melbourne City Council,-37.8322,144.947,Southern Metropolitan,8648.0,14671.052631578947
Port Melbourne,413/54 Nott St,2,u,SP,Cayzer,12/11/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.3816686927004975,-0.5958870227058616,2004.0,Melbourne City Council,-37.8407,144.9389,Southern Metropolitan,8648.0,7371.428571428572
Port Melbourne,75 Swallow St,3,h,S,Frank,12/11/2016,-1.0842198750025043,3207.0,3.0,2.0,1.0,-0.6905061161616441,0.021327976405279926,1910.0,Melbourne City Council,-37.8381,144.9329,Southern Metropolitan,8648.0,11457.51633986928
Port Melbourne,39 Heath St,2,h,SP,Cayzer,14/05/2016,-1.0842198750025043,3207.0,2.0,1.0,0.0,-1.0007613171857517,-0.5958870227058616,1900.0,Melbourne City Council,-37.8356,144.9439,Southern Metropolitan,8648.0,12857.142857142857
Port Melbourne,146 Dow St,5,h,S,hockingstuart,15/10/2016,-1.0842198750025043,3207.0,5.0,1.0,2.0,-0.30652690697339224,0.17005448221519354,1890.0,Melbourne City Council,-37.8407,144.9424,Southern Metropolitan,8648.0,13583.815028901734
Port Melbourne,59 Heath St,3,h,S,Greg,16/04/2016,-1.0842198750025043,3207.0,3.0,2.0,1.0,-0.9516119784096555,0.1403091810532108,1880.0,Melbourne City Council,-37.8353,144.9442,Southern Metropolitan,8648.0,9881.656804733728
Port Melbourne,180 Station St,3,h,S,RT,16/07/2016,-1.0842198750025043,3207.0,3.0,1.0,0.0,-1.049910655961848,-0.32817931224801705,1900.0,Melbourne City Council,-37.8332,144.945,Southern Metropolitan,8648.0,13226.415094339623
Port Melbourne,9 The Cove,3,h,S,Biggin,17/09/2016,-1.0842198750025043,3207.0,3.0,2.0,1.0,-0.7365836212642344,0.4526348432540294,1999.0,Melbourne City Council,-37.8382,144.9272,Southern Metropolitan,8648.0,7440.758293838862
Port Melbourne,95 Station St,2,h,S,Marshall,18/03/2017,-1.0842198750025043,3207.0,2.0,1.0,0.0,-1.1297783314730043,-0.44716051689594793,1910.0,Melbourne City Council,-37.8361,144.9403,Southern Metropolitan,8648.0,12777.777777777777
Port Melbourne,230 Nott St,3,h,S,Marshall,18/06/2016,-1.0842198750025043,3207.0,3.0,1.0,0.0,-0.8164512967753907,-0.37279726399099117,1905.0,Melbourne City Council,-37.8348,144.9443,Southern Metropolitan,8648.0,13840.0
Port Melbourne,309/166 Rouse St,2,u,S,Cayzer,18/06/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.3816686927004975,-0.4769058180579307,2006.0,Melbourne City Council,-37.8416,144.939,Southern Metropolitan,8648.0,7616.279069767442
Port Melbourne,503/99 Nott St,1,u,SP,Jellis,19/11/2016,-1.0842198750025043,3207.0,1.0,1.0,1.0,-1.3816686927004975,-0.6479412997393313,2007.0,Melbourne City Council,-37.8405,144.9385,Southern Metropolitan,8648.0,7238.0952380952385
Port Melbourne,801/65 Beach St,3,u,S,Marshall,22/05/2016,-1.0842198750025043,3207.0,3.0,2.0,2.0,-1.3816686927004975,2.2299165876824967,1970.0,Melbourne City Council,-37.842,144.9364,Southern Metropolitan,8648.0,5022.222222222223
Port Melbourne,410/54 Nott St,2,u,S,hockingstuart,22/05/2016,-1.0842198750025043,3207.0,1.0,1.0,1.0,-1.3816686927004975,-0.5958870227058616,2005.0,Melbourne City Council,-37.8407,144.9389,Southern Metropolitan,8648.0,7428.571428571428
Port Melbourne,405/1 Danks St W,1,u,SP,LITTLE,22/08/2016,-1.0842198750025043,3207.0,1.0,1.0,1.0,-1.3816686927004975,-0.655377625029827,2000.0,Melbourne City Council,-37.8436,144.944,Southern Metropolitan,8648.0,7580.645161290323
Port Melbourne,4/190 Graham St,2,u,VB,RT,22/08/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.3816686927004975,-0.5810143721248702,1996.0,Melbourne City Council,-37.8398,144.9404,Southern Metropolitan,8648.0,8333.333333333334
Port Melbourne,1/3 Liardet St,2,u,S,Biggin,22/08/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.3816686927004975,-0.5884506974153659,2006.0,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648.0,9436.61971830986
Port Melbourne,98 Heath St,2,h,S,Marshall,25/02/2017,-1.0842198750025043,3207.0,2.0,1.0,1.0,-0.865600635551487,-0.35792461340999976,1934.0,Melbourne City Council,-37.8346,144.9453,Southern Metropolitan,8648.0,13725.490196078432
Port Melbourne,16 Nelson St,3,h,PI,Marshall,25/02/2017,-1.0842198750025043,3207.0,3.0,2.0,1.0,-1.3816686927004975,0.07338225343874968,2016.0,Melbourne City Council,-37.8363,144.9336,Southern Metropolitan,8648.0,9500.0
Port Melbourne,137 Ingles St,3,t,PI,Frank,27/11/2016,-1.0842198750025043,3207.0,3.0,2.0,2.0,-1.3816686927004975,-0.11996220411413801,2012.0,Melbourne City Council,-37.8317,144.9446,Southern Metropolitan,8648.0,7089.55223880597
Port Melbourne,215 Princes St,3,h,S,hockingstuart,27/11/2016,-1.0842198750025043,3207.0,3.0,1.0,1.0,-1.031479653920812,-0.09021690295215529,1990.0,Melbourne City Council,-37.8371,144.939,Southern Metropolitan,8648.0,9782.608695652174
Port Melbourne,3/1 Seisman Pl,2,u,S,Chisholm,27/11/2016,-1.0842198750025043,3207.0,2.0,1.0,1.0,-1.3816686927004975,-0.37279726399099117,2000.0,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648.0,7350.0
Port Melbourne,14/200 Bay St,1,u,VB,Greg,28/05/2016,-1.0842198750025043,3207.0,1.0,1.0,1.0,-1.3816686927004975,-0.6405049744488357,2000.0,Melbourne City Council,-37.8392,144.9421,Southern Metropolitan,8648.0,6250.0
Port Melbourne,56/15 Beach St,2,u,S,Marshall,28/05/2016,-1.0842198750025043,3207.0,2.0,1.0,2.0,-1.3816686927004975,-0.41741521573396523,1997.0,Melbourne City Council,-37.8426,144.9398,Southern Metropolitan,8648.0,9574.468085106382
Port Melbourne,111 Stokes St,4,h,S,Cayzer,28/05/2016,-1.0842198750025043,3207.0,3.0,3.0,2.0,-0.6690032804471021,0.5939250237734474,1970.0,Melbourne City Council,-37.8392,144.9378,Southern Metropolitan,8648.0,9391.304347826086
Port Melbourne,213 Stokes St,3,h,S,Marshall,28/05/2016,-1.0842198750025043,3207.0,3.0,1.0,0.0,-1.3816686927004975,-0.11996220411413801,1890.0,Melbourne City Council,-37.8373,144.9397,Southern Metropolitan,8648.0,10298.507462686568
Port Melbourne,176 Dow St,3,h,S,Biggin,30/07/2016,-1.0842198750025043,3207.0,3.0,1.0,2.0,-1.0253359865737999,-0.4099788904434695,1910.0,Melbourne City Council,-37.8401,144.943,Southern Metropolitan,8648.0,11368.421052631578
Prahran,13/37 Greville St,1,u,S,hockingstuart,3/09/2016,-0.9820245540182772,3181.0,1.0,1.0,1.0,-1.3816686927004975,-0.863594733163706,1960.0,Stonnington City Council,-37.8486,144.9872,Southern Metropolitan,7717.0,10058.823529411764
Prahran,20a Percy St,2,h,PI,hockingstuart,3/09/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.1113473294319682,-0.21663443289058185,2000.0,Stonnington City Council,-37.8503,144.9913,Southern Metropolitan,7717.0,7851.239669421488
Prahran,3/122 Williams Rd,2,u,S,Wilson,3/09/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.3816686927004975,-0.5735780468343745,1930.0,Stonnington City Council,-37.8511,145.0029,Southern Metropolitan,7717.0,10698.630136986301
Prahran,907/15 Clifton St,1,u,S,hockingstuart,3/12/2016,-0.9820245540182772,3181.0,1.0,1.0,1.0,-1.3816686927004975,-0.7371772032252795,2012.0,Stonnington City Council,-37.8519,144.9948,Southern Metropolitan,7717.0,10780.392156862745
Prahran,20/67 High St,1,u,S,hockingstuart,4/03/2017,-0.9820245540182772,3181.0,1.0,1.0,1.0,4.049333242058138,-0.7817951549682536,1888.0,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717.0,10933.333333333334
Prahran,10/4 Rae Ct,1,u,S,Biggin,4/03/2017,-0.9820245540182772,3181.0,1.0,1.0,1.0,-1.3816686927004975,-0.6405049744488357,1945.0,Stonnington City Council,-37.857,145.0027,Southern Metropolitan,7717.0,7820.3125
Prahran,506/220 Commercial Rd,3,u,S,hockingstuart,4/06/2016,-0.9820245540182772,3181.0,3.0,2.0,2.0,-1.3816686927004975,-0.10508955353314664,1920.0,Stonnington City Council,-37.847,144.9936,Southern Metropolitan,7717.0,10294.117647058823
Prahran,76/108 Greville St,3,u,PI,hockingstuart,4/06/2016,-0.9820245540182772,3181.0,2.0,2.0,1.0,-1.3816686927004975,-0.4322878663149566,1996.0,Stonnington City Council,-37.8496,144.9905,Southern Metropolitan,7717.0,7445.652173913043
Prahran,203/11 Hillingdon Pl,3,u,S,Edward,4/06/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.3816686927004975,-0.26868870992405164,1900.0,Stonnington City Council,-37.8516,144.9943,Southern Metropolitan,7717.0,6228.070175438596
Prahran,4/313 Dandenong Rd,1,u,VB,hockingstuart,6/08/2016,-0.9820245540182772,3181.0,1.0,1.0,1.0,-1.3816686927004975,-0.7371772032252795,1970.0,Stonnington City Council,-37.8595,145.0076,Southern Metropolitan,7717.0,6470.588235294118
Prahran,16 Park Rd,3,t,PI,Marshall,6/08/2016,-0.9820245540182772,3181.0,2.0,2.0,1.0,-0.9884739824917277,-0.11996220411413801,2000.0,Stonnington City Council,-37.8526,145.0071,Southern Metropolitan,7717.0,9291.044776119403
Prahran,76 Pridham St,2,h,S,Marshall,7/05/2016,-0.9820245540182772,3181.0,2.0,1.0,0.0,-0.9485401447361494,-0.5810143721248702,1900.0,Stonnington City Council,-37.852,145.0061,Southern Metropolitan,7717.0,16423.61111111111
Prahran,48 Wrights Tce,2,h,S,Beller,7/05/2016,-0.9820245540182772,3181.0,2.0,1.0,0.0,-0.4969805947307652,0.07338225343874968,1900.0,Stonnington City Council,-37.8512,145.0053,Southern Metropolitan,7717.0,8143.75
Prahran,2/36 Clarke St,1,u,SP,Sotheby's,8/10/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-0.020846375337332808,-0.7446135285157752,1970.0,Stonnington City Council,-37.8493,145.0006,Southern Metropolitan,7717.0,9650.0
Prahran,4/10 Williams Rd,2,u,PI,Biggin,10/09/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.3816686927004975,-0.469469492767435,1960.0,Stonnington City Council,-37.8581,145.0017,Southern Metropolitan,7717.0,6724.137931034483
Prahran,14 Aberdeen Rd,2,h,S,Biggin,10/12/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.3816686927004975,-0.11252587882364233,2005.0,Stonnington City Council,-37.8526,145.0033,Southern Metropolitan,7717.0,8192.592592592593
Prahran,57 Clarke St,2,h,S,Marshall,10/12/2016,-0.9820245540182772,3181.0,2.0,1.0,2.0,-0.4355439212606449,-0.3207429869575214,1930.0,Stonnington City Council,-37.8492,145.0019,Southern Metropolitan,7717.0,14859.81308411215
Prahran,19 Packington Pl,2,h,S,Biggin,10/12/2016,-0.9820245540182772,3181.0,2.0,1.0,0.0,-0.7580864569787765,-0.48434214334842635,1900.0,Stonnington City Council,-37.8557,145.0053,Southern Metropolitan,7717.0,12411.764705882353
Prahran,20a Park Rd,3,h,PI,hockingstuart,14/05/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.04069515494133,-0.3802335892814868,2001.0,Stonnington City Council,-37.8525,145.0071,Southern Metropolitan,7717.0,11111.111111111111
Prahran,12/67 High St,2,u,VB,Jellis,16/04/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.3816686927004975,-0.5512690709628875,1888.0,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717.0,6973.684210526316
Prahran,29 Murray St,2,h,VB,Beller,17/09/2016,-0.9820245540182772,3181.0,2.0,1.0,2.0,-0.6997216171821622,-0.3133066616670257,1930.0,Stonnington City Council,-37.8501,144.9995,Southern Metropolitan,7717.0,13888.888888888889
Prahran,602/220 Commercial Rd,2,u,S,hockingstuart,18/03/2017,-0.9820245540182772,3181.0,2.0,2.0,1.0,-1.3816686927004975,-0.36536093870049546,1850.0,Stonnington City Council,-37.847,144.9936,Southern Metropolitan,7717.0,8326.732673267326
Prahran,2/261 Dandenong Rd,2,u,VB,hockingstuart,18/03/2017,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.3816686927004975,-0.5363964203818962,2004.0,Stonnington City Council,-37.8588,145.0024,Southern Metropolitan,7717.0,7307.692307692308
Prahran,13/20 St Edmonds Rd,2,u,S,Dingle,18/03/2017,-0.9820245540182772,3181.0,2.0,1.0,1.0,-1.3816686927004975,-0.5884506974153659,2000.0,Stonnington City Council,-37.8506,144.9919,Southern Metropolitan,7717.0,7887.3239436619715
Prahran,47 Clifton St,2,h,S,Beller,19/11/2016,-0.9820245540182772,3181.0,2.0,1.0,0.0,-1.0867726600439203,-0.5884506974153659,1880.0,Stonnington City Council,-37.8501,144.9953,Southern Metropolitan,7717.0,11478.87323943662
Prahran,1/70 Williams Rd,2,h,S,Gary,19/11/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-0.8195231304488968,-0.5884506974153659,1930.0,Stonnington City Council,-37.8543,145.0024,Southern Metropolitan,7717.0,12816.901408450703
Prahran,6/21 Wynnstay Rd,3,t,VB,Marshall,19/11/2016,-0.9820245540182772,3181.0,3.0,2.0,3.0,4.632981640024281,-0.3876699145719825,1995.0,Stonnington City Council,-37.8526,145.0106,Southern Metropolitan,7717.0,14795.918367346938
Prahran,1/38 Donald St,2,t,S,Jellis,22/05/2016,-0.9820245540182772,3181.0,2.0,2.0,1.0,-1.0345514875943178,-0.3430519628290084,1945.0,Stonnington City Council,-37.8481,144.9869,Southern Metropolitan,7717.0,14807.692307692309
Prahran,3 Arkle St,3,h,S,Biggin,22/08/2016,-0.9820245540182772,3181.0,3.0,2.0,1.0,-0.5430580998333554,-0.18688913172859914,1890.0,Stonnington City Council,-37.8544,145.0038,Southern Metropolitan,7717.0,14488.0
Prahran,35 Chomley St,2,h,S,Jellis,23/04/2016,-0.9820245540182772,3181.0,2.0,1.0,0.0,-0.7242962865702104,0.4823801444160121,1900.0,Stonnington City Council,-37.8577,145.0053,Southern Metropolitan,7717.0,5488.372093023256
Prahran,56 Packington St,3,h,S,Marshall,25/02/2017,-0.9820245540182772,3181.0,3.0,2.0,2.0,-0.8195231304488968,0.3708352650585769,1999.0,Stonnington City Council,-37.8562,145.0042,Southern Metropolitan,7717.0,8600.0
Prahran,5 Pickford St,2,h,S,Marshall,25/02/2017,-0.9820245540182772,3181.0,2.0,1.0,0.0,-0.7242962865702104,-0.20919810760008617,1915.0,Stonnington City Council,-37.8572,145.0066,Southern Metropolitan,7717.0,12967.213114754099
Prahran,5/327 Dandenong Rd,2,u,S,Geoff,27/11/2016,-0.9820245540182772,3181.0,2.0,2.0,1.0,-1.3816686927004975,-0.4099788904434695,1995.0,Stonnington City Council,-37.8598,145.0097,Southern Metropolitan,7717.0,7168.421052631579
Prahran,84 York St,2,h,S,Jellis,27/11/2016,-0.9820245540182772,3181.0,2.0,1.0,1.0,-0.9792584814712096,-0.5289600950914004,1900.0,Stonnington City Council,-37.8479,144.9988,Southern Metropolitan,7717.0,16518.98734177215
Prahran,117 Charles St,3,h,S,Marshall,28/05/2016,-0.9820245540182772,3181.0,3.0,1.0,1.0,-0.672075114120608,-0.19432545701909482,1910.0,Stonnington City Council,-37.8467,144.9894,Southern Metropolitan,7717.0,10120.967741935483
Prahran,93 Charles St,3,h,S,Marshall,28/05/2016,-0.9820245540182772,3181.0,2.0,2.0,2.0,-0.650572278406066,0.021327976405279926,1890.0,Stonnington City Council,-37.8476,144.9892,Southern Metropolitan,7717.0,14248.366013071896
Prahran,26 Willis St,3,h,S,Jellis,28/05/2016,-0.9820245540182772,3181.0,3.0,2.0,1.0,-0.5461299335068615,0.09569122931023673,1900.0,Stonnington City Council,-37.8553,145.007,Southern Metropolitan,7717.0,10552.147239263804
Prahran,75 Pridham St,3,h,S,hockingstuart,28/08/2016,-0.9820245540182772,3181.0,3.0,2.0,1.0,-1.0376233212678239,-0.37279726399099117,1900.0,Stonnington City Council,-37.8517,145.0056,Southern Metropolitan,7717.0,12200.0
Prahran,62 Pridham St,3,h,S,Jellis,30/07/2016,-0.9820245540182772,3181.0,3.0,2.0,0.0,-0.9331809763686194,-0.0827805776616596,1900.0,Stonnington City Council,-37.8519,145.0055,Southern Metropolitan,7717.0,11597.122302158274
