Listing ID,Address,Suburb,Postcode,PropType,Price,Status,CBD Distance,Bedroom,Bathroom,Car-Garage,Landsize,Building Area,Built Year,RE Agency
REA16809,7 Collinson St,Keilor Park,3042,h,690000,PI,10.4,3,1,2,650,270.8333333,1994,Barry Plant
REA33097,18 Baronial Wy,Craigieburn,3064,h,715000,S,20.6,4,2,2,576,338.8235294,2014,Ray White
REA24425,5/22 Shelley St,Elwood,3184,u,770000,S,7.2,2,2,1,258,161.25,1999,Buxton
REA16171,1/62 May St,MacLeod,3085,h,795000,S,12.7,3,3,1,533,380.7142857,2006,Ray White
REA31868,2/26 Strathallan Rd,MacLeod,3085,u,800000,S,12.7,3,1,1,233,145.625,2017,Ray White
REA31176,48 Iluka Av,Aspendale,3195,h,830000,SP,21.5,3,1,2,535,411.5384615,1980,Barry Plant
REA32457,19 Wendora St,Strathmore,3041,t,917000,SP,8.2,3,2,3,305,254.1666667,2008,Hodges
REA18821,10 Hansen Rd,Boronia,3155,h,950000,S,25,4,2,4,527,310,1970,iTRAK
REA16378,39 William St,Preston,3072,h,972500,S,8.4,3,1,1,448,320,1930,Nelson Alexander
REA29698,9 Dandallo Dr,Eltham,3095,h,985000,S,18,4,2,2,617,411.3333333,1982,Fletchers
REA24543,109 Union Rd,Ascot Vale,3032,h,1000000,S,4.3,3,2,2,370,264.2857143,1991,Nelson Alexander
REA870,3 Tennyson St,Watsonia,3087,h,1040000,PI,14.9,3,2,1,795,361.3636364,1950,Buckingham
REA34042,2/7 Allara Ct,Donvale,3111,t,1136000,S,16.1,2,1,1,413,258.125,2001,Barry Plant
REA8099,22 Furzer St,Preston,3072,h,1200000,S,8.8,3,1,1,542,271,2003,Love
REA12003,49 Morton Rd,Burwood,3125,h,1364125,SP,11.7,3,2,2,741,494,1976,Marshall White
REA21784,5 Collier Cr,Brunswick,3056,h,1400000,VB,5.2,3,1,0,451,265.2941176,1995,Nelson Alexander
REA9929,1/9 Burwah Av,Brighton East,3187,t,1470000,S,10.7,2,1,2,300,214.2857143,1983,Biggin
REA5644,54 Charles St,Northcote,3070,h,1603500,S,5.5,3,1,1,459,229.5,1999,Jellis Craig
REA9867,6c Lindsay St,Brighton,3186,u,1620000,S,11.2,3,2,2,231,144.375,1972,Buxton
REA7414,13 Naroo St,Balwyn,3103,h,1800000,PI,9.7,3,2,2,577,303.6842105,1974,Jellis Craig
REA28481,36 Winbourne Rd,Mount Waverley,3149,h,1831000,S,14.2,2,1,1,428,285.3333333,1981,Jellis Craig
REA17069,19 Dena Ct,Templestowe,3106,h,1860000,PI,15.5,4,3,3,682,401.1764706,1995,Jellis Craig
REA23502,15 Leopold St,Glen Iris,3146,h,2339375,SP,7.3,3,1,2,583,291.5,1995,Marshall White
REA9894,33 Marine Pde,St Kilda,3182,h,4750000,PI,6.1,4,3,5,648,360,2014,RT Edgar
REA12698,37 Victoria Rd,Camberwell,3124,h,4760000,S,7.8,4,2,2,757,630.8333333,1998,Jellis Craig
REA4804,3/239 Canterbury Rd,St Kilda,3182,u,211000,S,6.1,1,1,0,178,148.3333333,2019,Gary
REA11224,2/23 George St,Fitzroy,3065,u,308000,SP,1.6,1,1,0,216,135,1989,Peter
REA18484,2/50 Lillimur Rd,Ormond,3204,u,327000,S,11.4,1,1,1,265,189.2857143,1960,Buxton
REA5057,307/2 Chaucer St,St Kilda,3182,u,335000,SP,6.1,1,1,0,205,146.4285714,1975,Wilson
REA16547,2/52 Walter St,St Albans,3021,u,500000,S,14,3,1,1,189,135,1992,Sweeney
REA11741,2/175 Blyth St,Brunswick East,3057,h,580000,S,4.5,2,1,1,429,238.3333333,2008,Nelson Alexander
REA31188,8 Cassandra Dr,Gladstone Park,3043,h,620000,S,12.9,3,2,3,530,441.6666667,1980,Barry Plant
REA22888,2/9 McDonald Pl,Glenroy,3046,t,620000,S,11.2,3,1,2,291,207.8571429,1984,Eview
REA11209,96 MacPherson St,Footscray,3011,t,640000,S,6.4,2,1,2,332,237.1428571,2010,Sweeney
REA20362,5 Athol Ct,Langwarrin,3910,h,650000,VB,41,3,3,2,612,255,2002,O'Brien Real Estate
REA33604,12 Osway St,Broadmeadows,3047,h,653000,S,14,3,1,0,647,539.1666667,1970,YPA
REA2852,40 Freeman St,Yarraville,3013,h,670000,VB,7,3,1,1,477,216.8181818,1982,Village
REA12323,109 Ramu Pde,Heidelberg West,3081,h,680000,PI,9.4,2,1,1,591,328.3333333,2016,Century 21
REA24125,1 Sinclair Grn,Derrimut,3030,h,695000,S,14.7,4,2,2,516,234.5454545,2010,Stockdale
REA15681,2/116 Spring St,Reservoir,3073,h,700000,S,12,3,2,1,503,209.5833333,2018,Stockdale
REA30165,5/4 Hill St,Hawthorn,3122,u,721000,S,5.3,2,1,1,249,155.625,1986,Jellis Craig
REA11564,8/6 Irving St,Malvern,3144,u,740000,S,7.4,2,1,1,182,151.6666667,2008,Marshall White
REA4178,20 Bruce St,Newport,3015,h,762000,S,8.4,2,1,2,451,180.4,1978,Williams
REA18787,17 Kalawar Av,Bayswater North,3153,h,762000,S,23.2,3,2,2,792,465.8823529,1980,Ray White
REA18510,2/55 Wood St,Templestowe,3106,t,795000,VB,15.5,3,2,2,311,194.375,1990,Purplebricks
REA954,7 Zeal St,Brunswick West,3055,h,910000,S,5.9,2,1,4,576,360,1994,Raine
REA18825,53 Derby St,Moonee Ponds,3039,h,951000,S,6.2,2,1,1,360,225,1900,Nelson Alexander
REA25684,2/168 Barkly St,Brunswick,3056,h,1004000,S,5.2,1,1,1,372,286.1538462,2010,Nelson Alexander
REA34460,47 Branagan Dr,Aspendale Gardens,3195,h,1058875,PI,21.5,5,3,2,553,251.3636364,1992.5,Barry Plant
REA31239,7 Middle Rd,Maribyrnong,3032,h,1079125,SP,4.3,3,1,1,592,328.8888889,1998,Brad
REA24541,1/56 Eton St,Preston,3072,t,1128500,SP,8.4,4,3,2,323,230.7142857,2017,Love
REA1537,31 Johnson St,Richmond,3121,h,1350000,PI,2.6,3,2,2,558,265.7142857,2002,Peter
REA1323,36 Belmont Av,Kew,3101,h,1800000,S,5.6,3,3,1,539,269.5,2005,Jellis Craig
REA25909,72 Addison St,Elwood,3184,h,2280000,S,7.2,4,2,1,394,164.1666667,1910,Chisholm
REA29455,38 Hopetoun Av,Canterbury,3126,h,4508000,S,8.4,2,1,2,487,202.9166667,1984,Jellis Craig
REA856,5/69 Hamilton St,Yarraville,3013,u,345000,S,7,1,1,1,235,195.8333333,1970,HockingStuart
REA19262,30 Bennett St,Melton South,3338,h,375000,S,29.8,3,1,2,584,307.3684211,1983,Raine
REA34191,310 Elizabeth Dr,Sunbury,3429,h,391000,PI,31.7,3,2,2,688,344,1970,YPA
REA12160,2/53 Caroline St,South Yarra,3141,u,422000,S,3.3,1,1,0,220,157.1428571,1997,HockingStuart
REA31808,97 Eureka Dr,Wyndham Vale,3024,h,536250,PI,27.2,2,1,1,456,182.4,1993,Barry Plant
REA24774,6/22 Latrobe St,Mentone,3194,u,577250,S,20,2,2,1,236,168.5714286,1994,Hodges
REA23849,14 Reading Cl,Roxburgh Park,3064,h,627375,SN,20.6,3,2,1,450,187.5,2000,Barry Plant
REA16626,168 Forrest St,Ardeer,3022,h,652125,SP,12.8,3,2,1,425,303.5714286,1970,RW Property Group
REA3439,3/9 Madden Av,Carnegie,3163,u,702000,S,11.4,1,1,1,202,144.2857143,1989,Gary
REA10059,1/58 Moore St,Coburg,3058,t,807000,S,7.8,2,2,1,371,309.1666667,2019,Nelson Alexander
REA18939,43 The Crossway,Keilor East,3033,h,860000,S,11.7,3,1,1,568,315.5555556,1960,Nelson Alexander
REA17348,2/40 Carrol Gr,Mount Waverley,3149,u,870000,S,14.2,3,2,2,264,220,1982,Buxton
REA16297,9 Naughtin Ct,Watsonia North,3087,h,881750,S,14.5,4,2,2,673,560.8333333,1979,Jellis Craig
REA30482,152 Wickham Rd,Highett,3190,h,900000,S,16,3,1,4,556,264.7619048,1995,Buxton
REA15995,6/40 Magnolia Rd,Ivanhoe,3079,u,910000,S,7.8,3,2,1,274,228.3333333,2006,Miles
REA21478,1/33 Rosewarne Av,Cheltenham,3192,u,911000,SP,17.9,3,2,1,267,166.875,2020,Thomson
REA34804,8 Margaret St,Ringwood,3134,h,955000,PI,19.9,4,3,6,710,417.6470588,1970,Ray White
REA27541,67 Fernside Av,Briar Hill,3088,h,977000,S,16.1,3,1,1,774,336.5217391,1985,Jellis Craig
REA16552,15 Ada St,Rowville,3178,h,1005800,SP,23.5,4,2,2,502,295.2941176,2003,Jellis Craig
REA27836,394 Blackburn Rd,Burwood East,3151,h,1015000,S,14.7,3,1,2,453,348.4615385,1981,Lindellas
REA6194,8 Larne Gr,Preston,3072,h,1030000,S,8.8,2,1,2,396,232.9411765,1998,Barry Plant
REA11420,51 Lambeth St,Kensington,3031,h,1099750,S,4.2,3,1,2,604,302,1987,Nelson Alexander
REA6009,62 Bena St,Yarraville,3013,h,1125750,SP,7,4,2,1,464,185.6,1995,Jason
REA33658,23 Etnam St,Preston,3072,h,1150000,S,8.4,2,1,1,479,191.6,1994,Jellis Craig
REA7786,14a Hardwick St,Coburg,3058,h,1164000,SP,7.8,2,1,1,497,236.6666667,1993,Nelson Alexander
REA11093,34 Woodland St,Strathmore,3041,h,1194000,S,9.7,3,1,2,650,382.3529412,2013,Nelson Alexander
REA3852,5/254 Booran Rd,Ormond,3204,t,1197000,S,11.8,4,2,2,348,290,1971,Gary
REA31383,20 Errol Av,Brunswick,3056,h,1268750,SP,5.2,2,1,0,381,165.6521739,1995,Jellis Craig
REA26957,39 Nicol St,Highett,3190,h,1340000,S,16,4,1,1,631,274.3478261,1995,Buxton
REA12849,29 Bell St,Fitzroy,3065,t,1350000,S,1.6,2,1,2,359,256.4285714,2011,Nelson Alexander
REA10346,12 Beechwood Tce,Ashwood,3147,t,1398875,SN,12.2,3,2,2,375,234.375,1993,Ray White
REA9104,48A Jupiter St,Caulfield South,3162,t,1410000,S,9.3,4,2,3,342,285,1983,Gary
REA27755,12 Beverley Gr,Mount Waverley,3149,h,1431000,SP,14.2,3,2,2,786,462.3529412,1982,McGrath
REA3387,6 Santiago St,Doncaster,3108,h,1510000,PI,13.9,4,2,2,659,274.5833333,1997,Barry Plant
REA27273,504/88 Beach St,Port Melbourne,3207,u,1695250,SP,3.5,3,1,2,170,106.25,2000,Biggin
REA14206,24 Sunnyside Gr,Bentleigh,3204,h,1717500,S,13,3,2,2,417,173.75,1971,Buxton
REA3957,35 Frater St,Kew East,3102,h,1770000,S,7.5,3,1,1,698,317.2727273,2001,Fletchers
REA2579,103 Pleasant Rd,Hawthorn East,3123,h,1900000,VB,7.5,3,2,2,486,243,1987,Kay
REA23771,2 Idinia Ct,Doncaster,3108,h,2123500,S,12.4,4,3,2,363,213.5294118,1994,Fletchers
REA31628,45 Frater St,Kew East,3102,h,2603750,S,7.3,3,2,2,697,348.5,1984,Marshall White
REA14118,13 Wheatland Rd,Malvern,3144,h,2659000,SP,7.4,3,2,3,574,287,2010,HockingStuart
REA7876,8/483 Whitehorse Rd,Balwyn,3103,u,2740125,PI,9.7,2,1,0,271,225.8333333,1988,Jellis Craig
REA5421,3/11 Lascelles Av,Toorak,3142,u,5487500,SN,4.6,3,3,2,208,130,2015,Abercromby's
REA4042,9/129 The Parade,Ascot Vale,3032,u,487500,S,5.9,3,1,3,243,202.5,1970,Hodges
REA32646,27 Warringa Cr,Hoppers Crossing,3029,h,610000,S,18.4,3,2,4,551,290,1975,Barry Plant
REA23261,18 Tarcoola Wy,Sandhurst,3977,h,665000,SP,34.7,4,2,2,497,292.3529412,2010,Eview
REA4334,11 Brislington St,Sunshine,3020,h,679500,S,12.6,3,1,1,471,314,1990,Sweeney
REA18350,6 Ridley Av,Avondale Heights,3034,h,720000,PI,9.5,3,1,1,582,264.5454545,1965,Harcourts
REA24325,18 Bluff St,Lalor,3075,h,755000,PI,16.3,4,2,4,399,199.5,1998,Love
REA18835,352 Gooch St,Thornbury,3071,h,800000,SP,7,3,3,1,536,268,2018,McGrath
REA7143,18 Barries Pl,Clifton Hill,3068,t,825000,SP,3.4,3,3,1,415,345.8333333,1988,Jellis Craig
REA14862,3 Walter St,Seddon,3011,h,847000,S,6.6,3,1,1,400,210.5263158,2015,Jason
REA1611,5/185 Brunswick Rd,Brunswick,3056,t,860000,PI,5.2,1,1,0,407,254.375,1983,Nelson Alexander
REA22152,16 Davey St,Parkdale,3195,h,865000,S,21.5,3,1,1,511,425.8333333,1960,Barry Plant
REA7606,5/27 Pickett St,Reservoir,3073,u,873750,PI,11.2,2,1,1,144,120,1981,Barry Plant
REA11275,1 Ivison Wy,Hampton,3188,h,910000,PI,13.7,2,1,2,437,198.6363636,1993,Buxton
REA23365,119 Dalton St,Eltham,3095,h,915000,S,18,3,2,2,795,318,1960,Fletchers
REA19643,38A Mashoobra St,Coburg North,3058,t,956250,SN,6.7,2,1,1,328,273.3333333,2003,Barry Plant
REA16944,55 Rennie St,Thornbury,3071,h,1205500,S,7,2,1,1,481,209.1304348,1994,Nelson Alexander
REA12498,64 Kerferd St,Essendon North,3041,h,1360000,S,9.4,5,3,2,463,257.2222222,1988,Nelson Alexander
REA7217,23 Howitt St,Northcote,3070,h,1400000,S,5.5,3,1,1,642,458.5714286,1981,Collins
REA28468,7 Avoca Ct,Mentone,3194,h,1460000,SP,20,4,3,2,652,407.5,1960,O'Brien Real Estate
REA22030,8B Gilbert Gr,Carnegie,3163,t,1589875,S,10.1,4,3,2,280,200,1996,Buxton
REA9012,6 Bass St,Box Hill,3128,h,1625000,S,13.1,4,2,2,620,387.5,1975,Noel Jones
REA1480,72 William St,Brighton,3186,h,1865000,VB,11.2,2,1,1,636,265,2009,HockingStuart
REA2473,107 Linacre Rd,Hampton,3188,h,2224875,SP,13.7,2,1,2,437,336.1538462,1995,Marshall White
REA11830,16 Glencairn Av,Brighton East,3187,h,2236250,PI,10.7,4,2,3,747,298.8,1982,Buxton
REA28490,21 Victor Rd,Glen Iris,3146,h,2300000,VB,7.3,5,3,4,651,283.0434783,2000,Marshall White
REA21156,8/38 Alder St,Caulfield South,3162,u,340000,VB,8.7,1,1,1,210,175,1992,Buxton
REA30458,7/20 Kemp St,Thornbury,3071,u,374060,SP,7,1,1,0,193,160.8333333,2015,Harcourts
REA34618,13 Rodney Ct,Hoppers Crossing,3029,h,450000,VB,18.4,3,1,4,530,265,1990,Greg
REA18476,2/46 Westmeadows La,Truganina,3029,u,453350,S,18.4,3,2,1,163,116.4285714,2009,Barry Plant
REA18866,6/299 Dandenong Rd,Prahran,3181,u,500000,SP,4.6,2,1,1,267,222.5,1960,HockingStuart
REA22210,6 Pegasus Ct,Roxburgh Park,3064,h,510000,S,20.6,4,2,2,498,383.0769231,2000,Raine
REA24591,3/55 Melbourne Av,Glenroy,3046,t,557500,S,11.2,3,2,2,392,245,1991,Stockdale
REA7032,6/108 George St,East Melbourne,3002,u,565000,SP,1.5,1,1,0,237,148.125,1981,Cain Real Estate
REA20512,32 Dumfries St,Deer Park,3023,h,615750,PI,14.8,3,1,2,660,412.5,1990,Hamilton
REA8958,1/19 Albert St,Preston,3072,h,625000,S,8.8,1,1,1,387,203.6842105,2009,Nelson Alexander
REA5601,53 John St,Clifton Hill,3068,t,640000,VB,3.4,2,1,1,309,220.7142857,1994,Miles
REA24179,19 Helene St,Ardeer,3022,h,652125,SN,12.8,3,1,3,604,503.3333333,1970,Barry Plant
REA32745,35 Arnside Cr,Westmeadows,3049,h,675000,S,16.5,4,2,5,560,224,1980,YPA
REA18634,6 Whernside Ct,Mill Park,3082,h,710000,S,17.9,4,1,2,666,555,1985,Ray White
REA4552,4 Stott St,Preston,3072,h,805000,S,8.8,2,1,2,468,334.2857143,1999,Jellis Craig
REA10034,39 Morley St,Glenroy,3046,h,806500,S,13,3,1,2,766,450.5882353,1987,Barry Plant
REA15341,372 Scoresby Rd,Ferntree Gully,3156,h,837000,PN,24.8,5,2,2,607,303.5,2017,Biggin
REA33616,13 Clingin St,Reservoir,3073,h,840000,SP,12,3,1,1,643,338.4210526,1995,Love
REA5478,30 Kinsale St,Reservoir,3073,h,851500,S,11.2,3,1,1,443,260.5882353,1976,Nelson Alexander
REA23734,2/157 Porter Rd,Heidelberg Heights,3081,u,870000,S,8.8,3,2,2,183,130.7142857,1992,Fletchers
REA28789,53 Sheppard Dr,Scoresby,3179,h,900500,SP,22.2,4,4,3,533,242.2727273,1987,Barry Plant
REA26043,11 Gilbert St,Coburg,3058,h,925000,S,6.7,3,2,1,406,253.75,1994,Harcourts
REA4168,80 Bunting St,Richmond,3121,h,951000,S,2.6,2,1,0,441,294,1991,HockingStuart
REA31654,17 Cloverlea Dr,Wantirna,3152,h,975000,SP,14.7,4,2,2,642,428,1980,Harcourts
REA13396,7/29 Marine Pde,St Kilda,3182,u,1000000,SP,6.1,3,1,0,265,189.2857143,1975,McGrath
REA10162,3/55 Snell Gr,Oak Park,3046,u,1014250,PI,11.5,3,3,2,249,155.625,1982,Barry Plant
REA8948,11 Thomson Dr,Rosanna,3084,h,1051000,SP,11.4,4,2,2,651,500.7692308,1999,Nelson Alexander
REA15390,1/43 Iona St,Black Rock,3193,u,1080000,S,17.3,3,2,2,187,133.5714286,2001,Buxton
REA20834,87 Nicholson St,Coburg,3058,h,1085000,S,6.7,4,2,1,430,179.1666667,1920,Brad
REA21824,181 Abbotsford St,North Melbourne,3051,h,1100000,PI,1.8,2,1,0,616,308,1880,Nelson Alexander
REA5329,1 Griffiths St,Richmond,3121,h,1105000,S,2.6,2,2,1,420,323.0769231,1971,Biggin
REA8935,11 Adams St,Preston,3072,h,1128500,SP,8.8,2,1,1,577,443.8461538,1997,Love
REA28328,206 Hansworth St,Mulgrave,3170,h,1150000,S,18.8,5,4,3,693,277.2,1997,Barry Plant
REA17756,73 Charman Rd,Beaumaris,3193,h,1221000,PI,17.3,4,2,3,554,395.7142857,1925,Ray White
REA30001,4 Edward St,MacLeod,3085,h,1250000,S,12.7,3,2,2,564,225.6,1984,Ray White
REA7176,3/269 Albion St,Brunswick,3056,u,1268750,PN,5.2,2,1,1,264,188.5714286,1983,Walshe
REA19523,27 McPhail St,Essendon,3040,h,1315000,S,7.5,3,3,1,620,387.5,1996,Barry Plant
REA21216,3 Sybil St,Hampton East,3188,h,1335000,S,13.8,3,1,1,625,312.5,1998,Buxton
REA16996,206 Clarendon St,Thornbury,3071,h,1363750,VB,7,3,2,2,367,215.8823529,2012,Nelson Alexander
REA22721,3 Norville St,Bentleigh East,3165,h,1385000,S,13.8,3,1,1,426,224.2105263,1994,Buxton
REA7971,15 Luckins Rd,Bentleigh,3204,h,1400000,SP,13,3,2,1,699,411.1764706,1999,Buxton
REA12331,4/7 James St,Box Hill,3128,u,1578000,SN,13.1,2,1,2,188,117.5,2002,Mandy
REA23258,1/11 Rowland St,Mont Albert,3127,t,1580000,S,10.2,3,2,2,338,281.6666667,1995,Marshall White
REA20585,28 New St,Armadale,3143,h,1726000,S,6.3,2,2,2,491,306.875,1910,Marshall White
REA23220,15 Banksia St,Blackburn,3130,h,1760000,S,13.4,4,2,2,366,281.5384615,1985,Fletchers
REA34115,9 Ford St,Ivanhoe,3079,h,1950000,S,7.8,4,2,0,650,270.8333333,1925,Miles
REA23509,1 Page St,Balwyn North,3104,h,2350000,S,9.7,3,2,2,625,367.6470588,1994,Fletchers
REA14338,552 New St,Brighton,3186,h,2445000,S,11.2,3,3,2,440,338.4615385,1992,Marshall White
REA9072,109/14 Elizabeth St,Malvern,3144,u,2659000,PN,7.4,2,2,1,185,132.1428571,1996,Gary
REA30437,3/7 Jersey St,Balwyn,3103,h,2740125,SP,7.9,3,1,1,363,226.875,2013,Jellis Craig
REA15463,44 Bicentennial Cr,Meadow Heights,3048,h,387000,S,17.4,1,1,0,458,327.1428571,2019,Raine
REA30279,26 Ribblesdale Av,Wyndham Vale,3024,h,415000,S,27.2,3,1,2,613,360.5882353,1980,LJ
REA16161,108/35 Ormond Rd,Elwood,3184,u,420000,VB,7.2,1,1,1,173,144.1666667,2009,Chisholm
REA24219,15 Seine Cl,Werribee,3030,h,430000,S,14.7,3,1,1,454,197.3913043,1989.5,YPA
REA19027,37 Benalla St,Dallas,3047,h,503500,SN,14,3,1,1,613,383.125,1970,Barry Plant
REA22096,3/9 Margaret St,Langwarrin,3910,h,564000,S,41,3,3,2,513,213.75,1988,HockingStuart
REA8962,3/210 Cumberland Rd,Pascoe Vale,3044,t,590000,S,9.9,2,2,2,312,260,2014,Ray White
REA18754,17 Primavera Dr,Mickleham,3064,h,610000,S,20.6,4,2,2,490,245,2015,Ray White
REA28804,13 Merton St,Springvale,3171,h,697000,S,20.8,2,1,2,451,196.0869565,1997,Prof.
REA14093,90 Moonee Bvd,Glenroy,3046,h,710000,S,13,3,1,2,587,326.1111111,2003,Stockdale
REA16584,20 Botanic Dr,Clayton South,3169,h,745000,S,17.5,3,2,2,506,220,1980,Barry Plant
REA20777,16 Regina St,Kilsyth,3137,h,780000,SP,26,3,2,1,667,476.4285714,1986,McGrath
REA29213,9 Nash Ct,Bundoora,3083,h,828250,PI,12.1,3,2,2,407,226.1111111,1984,Barry Plant
REA25898,1/67 Everett St,Brunswick West,3055,t,865000,S,5.2,2,2,2,343,214.375,1993,Barry Plant
REA26390,6/4 Bolan St,Glen Waverley,3150,u,901000,PI,16.7,2,1,2,239,149.375,2015,Harcourts
REA22416,1 Granville St,Glenroy,3046,h,932000,S,11.2,3,1,1,639,266.25,1995,Stockdale
REA20029,8 Gibcoe St,Greensborough,3088,h,946500,SP,16.1,4,2,3,678,398.8235294,1983,Barry Plant
REA9503,3/769 High St,Armadale,3143,t,1101000,S,6.3,3,1,2,399,285,2003,Jellis Craig
REA32280,21a Blyth St,Altona,3018,t,1210000,PI,11,3,3,2,396,247.5,1988,Greg
REA24124,60 Highland Av,Oakleigh East,3166,h,1382000,SP,12.3,3,2,2,488,406.6666667,1995.5,RT Edgar
REA14473,3/136 New St,Brighton,3186,u,1392000,S,11.2,3,2,1,188,117.5,2006,HockingStuart
REA5157,8 Maroondah Rd,Ashwood,3147,h,1415000,S,12.2,4,3,2,724,381.0526316,2020,Buxton
REA2050,18 Curzon St,Brighton East,3187,h,1720000,S,10.7,2,2,1,605,275,1980,Buxton
REA20291,15A Windsor Av,Bentleigh,3204,t,1750000,S,11.4,4,3,2,414,345,2013,Buxton
REA34948,3 Ellsa St,Balwyn North,3104,h,2100000,VB,9.7,3,1,2,641,400.625,1994,HockingStuart
REA32905,8/3 King Edward Av,Albion,3020,u,380000,S,10.5,2,1,1,275,171.875,2019,Bells
REA31261,12/37 Greville St,Prahran,3181,u,383000,S,4.6,1,1,0,181,129.2857143,2008,HockingStuart
REA21940,3/13 Riddell St,Westmeadows,3049,u,400000,SP,16.5,2,1,1,197,123.125,1995,YPA
REA21338,18 Fydler Av,Burnside,3023,h,580000,S,14.8,3,2,2,461,384.1666667,2000,YPA
REA32369,2/20 Strathmore Cr,Hoppers Crossing,3029,h,595000,PI,18.4,1,1,1,422,211,1999,Barry Plant
REA17726,9 MacLeod Wy,Lynbrook,3975,h,597500,S,33.8,3,1,2,440,191.3043478,1984,Stockdale
REA2080,16/89 Neerim Rd,Glen Huntly,3163,t,636500,S,10.4,2,1,1,326,232.8571429,1980,Gary
REA11407,2/4 Southey Ct,Elwood,3184,u,640000,S,7.7,2,1,0,248,206.6666667,1987,Gary
REA32252,48 Browning St,Kingsbury,3083,h,680000,SP,12.1,2,1,2,568,436.9230769,1960,Ray White
REA18878,46 Buckmaster Dr,Mill Park,3082,h,775500,S,17.9,3,1,4,666,391.7647059,1980,Harcourts
REA6735,42 Paloma St,Bentleigh East,3165,u,791000,S,13.9,3,3,1,193,120.625,2019,Woodards
REA2394,38 Clarks Rd,Keilor East,3033,h,847000,S,12.8,1,1,1,475,365.3846154,1970,Brad
REA27558,10 Tara Cl,Croydon,3136,h,862625,PI,23,5,2,7,665,511.5384615,1981.5,Ray White
REA28786,28 Queen St,Coburg,3058,h,975000,S,6.7,2,1,1,545,218,1994,Nelson Alexander
REA25534,11a Montrose St,Ashwood,3147,u,987000,SP,10.2,3,1,1,188,117.5,1993.5,Jellis Craig
REA28455,72 Pentland Pde,Yarraville,3013,h,995000,S,6.3,2,1,2,667,266.8,2012,Jason
REA11940,64 Malpas St,Preston,3072,h,1082000,S,8.8,4,2,3,534,314.1176471,1990,HockingStuart
REA29222,7 Kadir St,Bentleigh East,3165,h,1100000,PI,13.8,2,2,1,618,441.4285714,2002,Buxton
REA20257,41 McKinnon Rd,McKinnon,3204,h,1200000,SP,11.4,2,1,2,397,165.4166667,1940,Buxton
REA24257,501 Nepean Hwy,Chelsea,3196,h,1210000,S,27,3,3,2,536,297.7777778,1950,Buxton
REA33898,11 Bloom St,Moonee Ponds,3039,h,1210000,S,6.2,3,1,2,548,365.3333333,1950,Nelson Alexander
REA11389,31 Riley St,Oakleigh South,3167,h,1310000,S,14.7,4,2,4,744,413.3333333,1995,Buxton
REA15139,2 Graham Rd,Highett,3190,h,1477625,SP,16,3,1,2,580,362.5,2014,Hodges
REA9673,31b Fairbank Rd,Bentleigh,3204,t,1500000,S,13,3,1,1,369,307.5,1983,HockingStuart
REA2415,146a Ludstone St,Hampton,3188,t,1530000,PI,13.7,3,2,1,311,259.1666667,1984,Buxton
REA6883,33 Pendle St,Box Hill,3128,h,1670000,S,13.1,4,4,4,707,294.5833333,2018,Noel Jones
REA25968,29 Queens Av,Ascot Vale,3032,h,1700000,S,4.3,4,2,1,475,215.9090909,1900,Nelson Alexander
REA15774,10 Nott St,Malvern East,3145,h,1946500,S,8.4,4,2,5,699,499.2857143,2003,Marshall White
REA33805,11 Addison St,Elwood,3184,h,2239375,SN,7.2,5,3,2,523,217.9166667,1920,McGrath
REA5640,7 Lesley St,Camberwell,3124,h,2384875,SP,7.8,3,2,2,568,298.9473684,2009,Marshall White
REA33222,39 Walbundry Av,Balwyn North,3104,h,3100000,PI,9.7,4,3,1,712,296.6666667,1935,Fletchers
REA28226,11/322 Albert St,East Melbourne,3002,u,3206875,SP,1.3,2,2,1,207,129.375,2010,Kay
REA4152,171 McIntyre Rd,Sunshine North,3020,h,432500,S,13.3,3,1,1,581,484.1666667,1973,GL
REA26459,3/14 Suffolk St,Reservoir,3073,u,440000,PI,12,2,1,2,191,159.1666667,2008,Morrison
REA20578,5/3 Ballater St,Essendon,3040,u,485000,S,7.5,2,1,1,183,130.7142857,1960,Nelson Alexander
REA4382,1/12 Clarendon St,Maidstone,3012,h,490000,SP,9.2,3,1,2,610,321.0526316,2016,Biggin
REA15597,87 Academy Dr,Broadmeadows,3047,h,505000,SP,14,3,1,1,546,341.25,1996,YPA
REA8775,10/40 Young St,Moonee Ponds,3039,t,515000,VB,6.9,2,1,1,316,225.7142857,1998,Edward
REA26123,155 Darebin Dr,Lalor,3075,h,622000,S,16.3,3,1,2,531,331.875,1980,Hamilton
REA17863,23 Bevan Ct,Point Cook,3030,h,660000,S,14.7,5,2,2,571,356.875,2011,Reliance
REA848,1/31 Surrey Dr,Keilor East,3033,t,705000,S,12.8,3,2,1,320,200,1995,Barry Plant
REA11815,2/523 South Rd,Bentleigh,3204,t,710000,PI,13,3,3,1,413,258.125,2003,HockingStuart
REA8090,12 Northumberland Rd,Pascoe Vale,3044,h,815000,S,9.9,3,1,2,628,369.4117647,2020,Nelson Alexander
REA19924,10 Shiraz Ct,Bundoora,3083,h,828250,PI,12.1,4,3,1,570,228,1991,Ray White
REA6047,39 Gertz Av,Reservoir,3073,h,873750,W,11.2,5,2,2,557,278.5,2005,Barry Plant
REA9650,1/16 Raymond St,Ashwood,3147,t,900500,S,12.2,3,2,2,327,233.5714286,2005,Jellis Craig
